ECRef,RegulatedEntityName,ReportingPeriodName,RegulatedEntityType,TotalExpenditure,DateIncurred,ExpenseCategoryName,SupplierName,FullAddress,AmountInEngland,AmountInScotland,AmountInWales,AmountInNorthernIreland,DateOfClaimForPayment,DatePaid,RegulatedEntityId,SupplierId,JointCampaignName,UnregisteredCampaignerName,CampaigningName,IsOutsideSection75
SP0559059,Traditional Unionist Voice - TUV,Northern Ireland Assembly Election 05/05/2022,Political Party,£78.00,28/04/2022,Advertising,Global,"Leicester Square, London, WC2H 7LA, United Kingdom",£0.00,£0.00,£0.00,£78.00,28/04/2022,28/04/2022,680,78775,,,,False
SP0559058,Traditional Unionist Voice - TUV,Northern Ireland Assembly Election 05/05/2022,Political Party,£336.00,28/04/2022,Advertising,Global,"Leicester Square, London, WC2H 7LA, United Kingdom",£0.00,£0.00,£0.00,£336.00,28/04/2022,28/04/2022,680,78775,,,,False
SP0559040,People Before Profit,Northern Ireland Assembly Election 05/05/2022,Political Party,£562.00,28/04/2022,Unsolicited material to electors,Grehan Printers,"Brunswick House, Brunswick Place, Dublin, ZZ0 0ZZ, Ireland, The Republic of",£0.00,£0.00,£0.00,£562.00,28/04/2022,28/04/2022,773,78765,,,,False
SP0558572,Aontú,Northern Ireland Assembly Election 05/05/2022,Political Party,£130.00,28/04/2022,Rallies and other events,Farset International,"466 Springfield Road, Belfast, BT12 7DW, United Kingdom",£0.00,£0.00,£0.00,£130.00,28/04/2022,28/04/2022,7968,78758,,,,False
SP0559893,Democratic Unionist Party - D.U.P.,Northern Ireland Assembly Election 05/05/2022,Political Party,£898.38,27/04/2022,Advertising,Facebook Ireland Ltd,"4 Grand Canal Square, Grand Canal Harbour, Dublin, ZZ0 0ZZ, United Kingdom",£0.00,£0.00,£0.00,£898.38,29/04/2022,03/05/2022,70,78918,,,,False
SP0559728,SDLP (Social Democratic & Labour Party),Northern Ireland Assembly Election 05/05/2022,Political Party,£559.44,27/04/2022,Media,Meta Platforms Ireland Ltd,"Merrion Rd, Grand Canal Harbour, Dublin 4, DO4 X2K5, Ireland, The Republic of",£0.00,£0.00,£0.00,£559.44,27/04/2022,27/04/2022,55,78903,,,,False
SP0559618,Alliance - Alliance Party of Northern Ireland,Northern Ireland Assembly Election 05/05/2022,Political Party,£702.00,27/04/2022,Party manifesto material or third party campaign/referendum material,Focus AV,"",£0.00,£0.00,£0.00,£702.00,27/04/2022,03/05/2022,103,78868,,,,False
SP0559617,Alliance - Alliance Party of Northern Ireland,Northern Ireland Assembly Election 05/05/2022,Political Party,£190.00,27/04/2022,Party manifesto material or third party campaign/referendum material,Neil Harrison Photography,"",£0.00,£0.00,£0.00,£190.00,28/04/2022,29/04/2022,103,78865,,,,False
SP0559616,Alliance - Alliance Party of Northern Ireland,Northern Ireland Assembly Election 05/05/2022,Political Party,£132.00,27/04/2022,Party manifesto material or third party campaign/referendum material,CIYMS,"91 Circular Road, Belfast, Down, BT4 2GD, United Kingdom",£0.00,£0.00,£0.00,£132.00,27/04/2022,07/06/2022,103,78867,,,,False
SP0559088,Traditional Unionist Voice - TUV,Northern Ireland Assembly Election 05/05/2022,Political Party,£450.00,27/04/2022,Party manifesto material or third party campaign/referendum material,Gortreagh,"192 Orritor Road, Cookstown, BT80 9RF, Ireland, The Republic of",£0.00,£0.00,£0.00,£450.00,27/04/2022,09/05/2022,680,59884,,,,False
SP0559074,Traditional Unionist Voice - TUV,Northern Ireland Assembly Election 05/05/2022,Political Party,£300.00,27/04/2022,Advertising,Facebook,"4 Grand Canal Square, Grand Canal Harbour, Dublin, ZZ0 0ZZ, Ireland, The Republic of",£0.00,£0.00,£0.00,£300.00,03/05/2022,03/05/2022,680,78772,,,,False
SP0558571,Aontú,Northern Ireland Assembly Election 05/05/2022,Political Party,£350.00,27/04/2022,Rallies and other events,City Hotel Derry,"Queens Quay, Derry, BT48 7AS, United Kingdom",£0.00,£0.00,£0.00,£350.00,27/04/2022,03/05/2022,7968,78757,,,,False
SP0558553,Aontú,Northern Ireland Assembly Election 05/05/2022,Political Party,£408.00,27/04/2022,Advertising,Alpha Media Group,"Unit 28a The Linen Green, Moygashel, Dungannon, Tyrone, BT71 7HB, United Kingdom",£0.00,£0.00,£0.00,£408.00,30/04/2022,09/05/2022,7968,78751,,,,False
SP0559936,Green Party,Northern Ireland Assembly Election 05/05/2022,Political Party,"£3,000.00",26/04/2022,Campaign broadcasts,Ka-boom,"Unit 17a Weavers Court, Linfield Road, Belfast, Antrim, BT12 5GH, United Kingdom",£0.00,£0.00,£0.00,"£3,000.00",,26/04/2022,305,78740,,,,False
SP0559892,Democratic Unionist Party - D.U.P.,Northern Ireland Assembly Election 05/05/2022,Political Party,£840.00,26/04/2022,Advertising,Facebook Ireland Ltd,"4 Grand Canal Square, Grand Canal Harbour, Dublin, ZZ0 0ZZ, United Kingdom",£0.00,£0.00,£0.00,£840.00,28/04/2022,29/04/2022,70,78918,,,,False
SP0559891,Democratic Unionist Party - D.U.P.,Northern Ireland Assembly Election 05/05/2022,Political Party,£840.00,26/04/2022,Advertising,Facebook Ireland Ltd,"4 Grand Canal Square, Grand Canal Harbour, Dublin, ZZ0 0ZZ, United Kingdom",£0.00,£0.00,£0.00,£840.00,27/04/2022,28/04/2022,70,78918,,,,False
SP0559890,Democratic Unionist Party - D.U.P.,Northern Ireland Assembly Election 05/05/2022,Political Party,£840.00,26/04/2022,Advertising,Facebook Ireland Ltd,"4 Grand Canal Square, Grand Canal Harbour, Dublin, ZZ0 0ZZ, United Kingdom",£0.00,£0.00,£0.00,£840.00,27/04/2022,28/04/2022,70,78918,,,,False
SP0559739,SDLP (Social Democratic & Labour Party),Northern Ireland Assembly Election 05/05/2022,Political Party,£500.00,26/04/2022,Transport,Centra,"100 Woodlough Road, Dungannon, BT71 7PG, United Kingdom",£0.00,£0.00,£0.00,£500.00,26/04/2022,26/04/2022,55,78905,,,,False
SP0559658,SDLP (Social Democratic & Labour Party),Northern Ireland Assembly Election 05/05/2022,Political Party,£354.00,26/04/2022,Advertising,Press Eye Ltd,"5A Hawthorn Office Park, 45 Stockmans Way, Belfast, BT9 7ET, United Kingdom",£0.00,£0.00,£0.00,£354.00,26/04/2022,24/05/2022,55,78892,,,,False
SP0559572,Sinn Féin,Northern Ireland Assembly Election 05/05/2022,Political Party,£170.58,26/04/2022,Media,Ryanair Re Eric Eckhart,"",£0.00,£0.00,£0.00,£170.58,26/04/2022,26/04/2022,39,78843,,,,False
SP0559092,Traditional Unionist Voice - TUV,Northern Ireland Assembly Election 05/05/2022,Political Party,£82.79,26/04/2022,Transport,Applegreen,"Not supplied, Glarryford, ZZ0 0ZZ, United Kingdom",£0.00,£0.00,£0.00,£82.79,26/04/2022,26/04/2022,680,78780,,,,False
SP0559918,Democratic Unionist Party - D.U.P.,Northern Ireland Assembly Election 05/05/2022,Political Party,£685.00,25/04/2022,Party manifesto material or third party campaign/referendum material,J.C. Prints Ltd,"1 The Willows, Belfast, Antrim, BT6 0PD, United Kingdom",£0.00,£0.00,£0.00,£685.00,30/04/2022,08/06/2022,70,78917,,,,False
SP0559727,SDLP (Social Democratic & Labour Party),Northern Ireland Assembly Election 05/05/2022,Political Party,£386.26,25/04/2022,Media,Meta Platforms Ireland Ltd,"Merrion Rd, Grand Canal Harbour, Dublin 4, DO4 X2K5, Ireland, The Republic of",£0.00,£0.00,£0.00,£386.26,25/04/2022,25/04/2022,55,78903,,,,False
SP0559643,Alliance - Alliance Party of Northern Ireland,Northern Ireland Assembly Election 05/05/2022,Political Party,£359.10,25/04/2022,Overheads and general administration,Gabbey Business Machines,"Unit 34-35 East Belfast Enterprise Park, 308 Albertbridge Road, Belfast, BT5 4GX, United Kingdom",£0.00,£0.00,£0.00,£359.10,25/04/2022,11/05/2022,103,78888,,,,False
SP0559607,Alliance - Alliance Party of Northern Ireland,Northern Ireland Assembly Election 05/05/2022,Political Party,£326.43,25/04/2022,Unsolicited material to electors,MKW Printing,"",£0.00,£0.00,£0.00,£326.43,03/05/2022,11/05/2022,103,78863,,,,False
SP0559581,Sinn Féin,Northern Ireland Assembly Election 05/05/2022,Political Party,£384.00,25/04/2022,Rallies and other events,The MAC Trading Co,"10 Exchange Street West, Belfast, BT1 2NJ, United Kingdom",£0.00,£0.00,£0.00,£384.00,30/04/2022,12/05/2022,39,78849,,,,False
SP0559580,Sinn Féin,Northern Ireland Assembly Election 05/05/2022,Political Party,£532.80,25/04/2022,Rallies and other events,niavac,"Conlavon House, 5 Prince Regent Road, Belfast, BT5 6QR, United Kingdom",£0.00,£0.00,£0.00,£532.80,29/04/2022,03/05/2022,39,78848,,,,False
SP0559554,Sinn Féin,Northern Ireland Assembly Election 05/05/2022,Political Party,£588.00,25/04/2022,Advertising,Clear Channel NI Ltd,"Unit 2, Ashbank Channel, Queens Road, Belfast, Antrim, BT3 9DT, United Kingdom",£0.00,£0.00,£0.00,£588.00,17/05/2022,20/05/2022,39,78837,,,,False
SP0559550,Sinn Féin,Northern Ireland Assembly Election 05/05/2022,Political Party,£78.00,25/04/2022,Advertising,Global Media Group,"30 Leicester Square, Apex Plaza, Forbury Road, London, WC2H 7LA, United Kingdom",£0.00,£0.00,£0.00,£78.00,28/04/2022,12/05/2022,39,78834,,,,False
SP0559549,Sinn Féin,Northern Ireland Assembly Election 05/05/2022,Political Party,£303.60,25/04/2022,Advertising,Global Media Group,"30 Leicester Square, Apex Plaza, Forbury Road, London, WC2H 7LA, United Kingdom",£0.00,£0.00,£0.00,£303.60,28/04/2022,12/05/2022,39,78834,,,,False
SP0559548,Sinn Féin,Northern Ireland Assembly Election 05/05/2022,Political Party,£336.00,25/04/2022,Advertising,Global Media Group,"30 Leicester Square, Apex Plaza, Forbury Road, London, WC2H 7LA, United Kingdom",£0.00,£0.00,£0.00,£336.00,28/04/2022,12/05/2022,39,78834,,,,False
SP0559547,Sinn Féin,Northern Ireland Assembly Election 05/05/2022,Political Party,"£1,262.40",25/04/2022,Advertising,Global Media Group,"30 Leicester Square, Apex Plaza, Forbury Road, London, WC2H 7LA, United Kingdom",£0.00,£0.00,£0.00,"£1,262.40",28/04/2022,12/05/2022,39,78834,,,,False
SP0559546,Sinn Féin,Northern Ireland Assembly Election 05/05/2022,Political Party,"£2,100.00",25/04/2022,Advertising,JC Decaux,"15 Kilwee Business Park, Upper Dunmurry Lane, Belfast, Antrim, BT17 0HD, United Kingdom",£0.00,£0.00,£0.00,"£2,100.00",30/04/2022,12/05/2022,39,78833,,,,False
SP0559073,Traditional Unionist Voice - TUV,Northern Ireland Assembly Election 05/05/2022,Political Party,£200.00,25/04/2022,Advertising,Facebook,"4 Grand Canal Square, Grand Canal Harbour, Dublin, ZZ0 0ZZ, Ireland, The Republic of",£0.00,£0.00,£0.00,£200.00,27/04/2022,27/04/2022,680,78772,,,,False
SP0559072,Traditional Unionist Voice - TUV,Northern Ireland Assembly Election 05/05/2022,Political Party,£54.00,25/04/2022,Advertising,Mourne Rosettes - Lisburn,"Not supplied, Lisburn, ZZ0 0ZZ, United Kingdom",£0.00,£0.00,£0.00,£54.00,25/04/2022,26/04/2022,680,78776,,,,False
SP0558567,Aontú,Northern Ireland Assembly Election 05/05/2022,Political Party,£95.00,25/04/2022,Party manifesto material or third party campaign/referendum material,Mourne Office Supplies Ltd,"Unit 14 Milltown East Industrial Estate, Warrenpoint, Down, BT34 3PN, United Kingdom",£0.00,£0.00,£0.00,£95.00,10/05/2022,19/05/2022,7968,78752,,,,False
SP0558552,Aontú,Northern Ireland Assembly Election 05/05/2022,Political Party,£924.00,25/04/2022,Advertising,Alexander Boyd Displays Ltd,"Lambeg Mills, Ballyskeagh Road, Lambeg, Lisburn, Antrim, BT27 5SX, United Kingdom",£0.00,£0.00,£0.00,£924.00,27/04/2022,09/05/2022,7968,78747,,,,False
SP0559575,Sinn Féin,Northern Ireland Assembly Election 05/05/2022,Political Party,£432.00,24/04/2022,Media,CLS Signage,"194 Battleford Road, Armagh, BT61 8BY, United Kingdom",£0.00,£0.00,£0.00,£432.00,12/05/2022,13/05/2022,39,78845,,,,False
SP0558549,Aontú,Northern Ireland Assembly Election 05/05/2022,Political Party,£60.00,24/04/2022,Advertising,Facebook.com,"",£0.00,£0.00,£0.00,£60.00,24/04/2022,30/04/2022,7968,78746,,,,False
SP0559693,SDLP (Social Democratic & Labour Party),Northern Ireland Assembly Election 05/05/2022,Political Party,£294.00,23/04/2022,Party manifesto material or third party campaign/referendum material,Pink Inc Creative Ltd,"58 Howard Street, Belfast, BT1 6PJ, United Kingdom",£0.00,£0.00,£0.00,£294.00,30/04/2022,01/07/2022,55,78902,,,,False
SP0559077,Traditional Unionist Voice - TUV,Northern Ireland Assembly Election 05/05/2022,Political Party,£720.00,23/04/2022,Advertising,National World,"PO Box 624, Craigavon, BT64 9ER, United Kingdom",£0.00,£0.00,£0.00,£720.00,29/04/2022,01/06/2022,680,78777,,,,False
SP0558551,Aontú,Northern Ireland Assembly Election 05/05/2022,Political Party,£834.00,23/04/2022,Advertising,Alexander Boyd Displays Ltd,"Lambeg Mills, Ballyskeagh Road, Lambeg, Lisburn, Antrim, BT27 5SX, United Kingdom",£0.00,£0.00,£0.00,£834.00,30/04/2022,30/04/2022,7968,78747,,,,False
SP0559726,SDLP (Social Democratic & Labour Party),Northern Ireland Assembly Election 05/05/2022,Political Party,£386.29,22/04/2022,Media,Meta Platforms Ireland Ltd,"Merrion Rd, Grand Canal Harbour, Dublin 4, DO4 X2K5, Ireland, The Republic of",£0.00,£0.00,£0.00,£386.29,22/04/2022,22/04/2022,55,78903,,,,False
SP0559657,SDLP (Social Democratic & Labour Party),Northern Ireland Assembly Election 05/05/2022,Political Party,£216.00,22/04/2022,Advertising,Quinns The Printers,"27 Old Gloucester Street, London, WC1N 3AX, United Kingdom",£0.00,£0.00,£0.00,£216.00,22/04/2022,22/04/2022,55,78891,,,,False
SP0559599,Alliance - Alliance Party of Northern Ireland,Northern Ireland Assembly Election 05/05/2022,Political Party,£208.00,22/04/2022,Unsolicited material to electors,Focus AV,"8 Castleton, Templepatrick, Ballyclare, Antrim, BT39 0AZ, United Kingdom",£0.00,£0.00,£0.00,£208.00,24/02/2022,24/02/2022,103,78858,,,,False
SP0559095,Traditional Unionist Voice - TUV,Northern Ireland Assembly Election 05/05/2022,Political Party,£370.00,22/04/2022,Rallies and other events,Dunadry,"2 Islandreagh Drive, Dunadry, BT41 2HA, Ireland, The Republic of",£0.00,£0.00,£0.00,£370.00,25/04/2022,26/04/2022,680,78781,,,,False
SP0559041,People Before Profit,Northern Ireland Assembly Election 05/05/2022,Political Party,£90.00,22/04/2022,Rallies and other events,City Derry Hotel,"Queens Quay, Derry, BT48 7AS, United Kingdom",£0.00,£0.00,£0.00,£90.00,22/04/2022,22/04/2022,773,78766,,,,False
SP0559023,People Before Profit,Northern Ireland Assembly Election 05/05/2022,Political Party,"£4,556.00",22/04/2022,Advertising,Screenlink Printers,"21- 23 Charles Lane, Dublin, ZZ0 0ZZ, Ireland, The Republic of",£0.00,£0.00,£0.00,"£4,556.00",30/04/2022,22/04/2022,773,78762,,,,False
SP0558563,Aontú,Northern Ireland Assembly Election 05/05/2022,Political Party,£582.00,22/04/2022,Unsolicited material to electors,Doggett Group,"Building 3, Greenmount Industrial Estate, Harold's Cross, Dublin, ZZ0 0ZZ, Ireland, The Republic of",£0.00,£0.00,£0.00,£582.00,22/04/2022,07/06/2022,7968,78755,,,,False
SP0558557,Aontú,Northern Ireland Assembly Election 05/05/2022,Political Party,£137.00,22/04/2022,Unsolicited material to electors,Mourne Office Supplies Ltd,"Unit 14 Milltown East Industrial Estate, Warrenpoint, Down, BT34 3PN, United Kingdom",£0.00,£0.00,£0.00,£137.00,29/04/2022,09/05/2022,7968,78752,,,,False
SP0559745,SDLP (Social Democratic & Labour Party),Northern Ireland Assembly Election 05/05/2022,Political Party,£400.00,21/04/2022,Rallies and other events,BG Audio Visual,"",£0.00,£0.00,£0.00,£400.00,26/04/2022,29/04/2022,55,78910,,,,False
SP0559692,SDLP (Social Democratic & Labour Party),Northern Ireland Assembly Election 05/05/2022,Political Party,£47.99,21/04/2022,Party manifesto material or third party campaign/referendum material,Amazon,"",£0.00,£0.00,£0.00,£47.99,21/04/2022,21/04/2022,55,78901,,,,False
SP0559560,Sinn Féin,Northern Ireland Assembly Election 05/05/2022,Political Party,£450.00,21/04/2022,Party manifesto material or third party campaign/referendum material,Iprint,"Unit 16J, Pennyburn Industrial Estate, Derry, BT4B 0LU, United Kingdom",£0.00,£0.00,£0.00,£450.00,22/04/2022,04/05/2022,39,78840,,,,False
SP0559091,Traditional Unionist Voice - TUV,Northern Ireland Assembly Election 05/05/2022,Political Party,£73.71,21/04/2022,Transport,Spar,"Cullybackey Main Street, Not supplied, ZZ0 0ZZ, United Kingdom",£0.00,£0.00,£0.00,£73.71,21/04/2022,21/04/2022,680,78779,,,,False
SP0559071,Traditional Unionist Voice - TUV,Northern Ireland Assembly Election 05/05/2022,Political Party,£125.00,21/04/2022,Advertising,Facebook,"4 Grand Canal Square, Grand Canal Harbour, Dublin, ZZ0 0ZZ, Ireland, The Republic of",£0.00,£0.00,£0.00,£125.00,25/04/2022,25/04/2022,680,78772,,,,False
SP0559033,People Before Profit,Northern Ireland Assembly Election 05/05/2022,Political Party,"£1,236.00",21/04/2022,Unsolicited material to electors,Henderson Wholesale Limited Distribution Centre,"PO Box 49, Hightown Avenue, Newtonabbey, Antrim, BT36 4RT, United Kingdom",£0.00,£0.00,£0.00,"£1,236.00",21/04/2022,21/04/2022,773,78763,,,,False
SP0559742,SDLP (Social Democratic & Labour Party),Northern Ireland Assembly Election 05/05/2022,Political Party,£200.00,20/04/2022,Transport,5 Way Service Station,"Not Supplied, Newry, ZZ0 0ZZ, United Kingdom",£0.00,£0.00,£0.00,£200.00,20/04/2022,20/04/2022,55,78908,,,,False
SP0559725,SDLP (Social Democratic & Labour Party),Northern Ireland Assembly Election 05/05/2022,Political Party,£263.78,20/04/2022,Media,Meta Platforms Ireland Ltd,"Merrion Rd, Grand Canal Harbour, Dublin 4, DO4 X2K5, Ireland, The Republic of",£0.00,£0.00,£0.00,£263.78,20/04/2022,20/04/2022,55,78903,,,,False
SP0559619,Alliance - Alliance Party of Northern Ireland,Northern Ireland Assembly Election 05/05/2022,Political Party,"£1,044.00",20/04/2022,Party manifesto material or third party campaign/referendum material,Designco,"Unit 9, Abbey Business Park, Mill Road, Newtonabbey, Antrim, BT36 7EE, United Kingdom",£0.00,£0.00,£0.00,"£1,044.00",30/04/2022,24/05/2022,103,78869,,,,False
SP0559612,Alliance - Alliance Party of Northern Ireland,Northern Ireland Assembly Election 05/05/2022,Political Party,"£1,000.00",20/04/2022,Unsolicited material to electors,2789 Graphic Design,"",£0.00,£0.00,£0.00,"£1,000.00",10/05/2022,10/05/2022,103,78866,,,,False
SP0559934,Green Party,Northern Ireland Assembly Election 05/05/2022,Political Party,£750.00,19/04/2022,Campaign broadcasts,Redcap Productions,"",£0.00,£0.00,£0.00,£750.00,,19/04/2022,305,78738,,,,False
SP0559920,Democratic Unionist Party - D.U.P.,Northern Ireland Assembly Election 05/05/2022,Political Party,"£1,212.50",19/04/2022,Transport,B Safe Projects,"Not Supplied, Not Supplied, ZZ0 0ZZ, United Kingdom",£0.00,£0.00,£0.00,"£1,212.50",09/05/2022,10/05/2022,70,78921,,,,False
SP0559919,Democratic Unionist Party - D.U.P.,Northern Ireland Assembly Election 05/05/2022,Political Party,£706.94,19/04/2022,Transport,Europcar Group UK Ltd,"Unit 6 Carn Industrial Estate, Portadown, Armagh, BT63 5WJ, United Kingdom",£0.00,£0.00,£0.00,£706.94,09/05/2022,12/05/2022,70,78920,,,,False
SP0559724,SDLP (Social Democratic & Labour Party),Northern Ireland Assembly Election 05/05/2022,Political Party,£509.51,19/04/2022,Media,Meta Platforms Ireland Ltd,"Merrion Rd, Grand Canal Harbour, Dublin 4, DO4 X2K5, Ireland, The Republic of",£0.00,£0.00,£0.00,£509.51,19/04/2022,19/04/2022,55,78903,,,,False
SP0559070,Traditional Unionist Voice - TUV,Northern Ireland Assembly Election 05/05/2022,Political Party,£90.00,19/04/2022,Advertising,Facebook,"4 Grand Canal Square, Grand Canal Harbour, Dublin, ZZ0 0ZZ, Ireland, The Republic of",£0.00,£0.00,£0.00,£90.00,22/04/2022,22/04/2022,680,78772,,,,False
